book_id,title,author,publication_year,genres,summary
377945,Rinkitink in Oz,L. Frank Baum,1916,Speculative fiction; Fantasy; Children's literature," Pingaree is an island in the Nonestic Ocean that surrounds the fairy countries that encircle the Deadly Desert that surrounds the Land of Oz. Many years before this story begins, the armies of Regos and Coregos sought to invade Pingaree, but their advance was repelled by Pingaree's king with the help of three magic pearls given to him by the Mermaids. The Blue Pearl gave the king superhuman strength, the Pink Pearl protected him from any form of harm, and the White Pearl provided words of wisdom that only he could hear. Buoyed by the Pearl's magic powers, the king of Pingaree led his people to victory and the invaders from Regos and Coregos drowned on the return trip. At the beginning of Rinkitink in Oz King Kitticut and Queen Garee, the son and daughter-in-law of the victorious king are introduced. Their son Inga is coming of age to learn the secret of the pearls, and one day Kitticut reveals their secret hiding place to Inga. The next day, a royal visitor arrives at the island&mdash;King Rinkitink of Gilgad, a jovial and pleasantly plump fellow on royal holiday who remains on the island as Kitticut's guest for several weeks. Rinkitink's companion, other than the rowers from Gilgad, is a surly goat named Bilbil who seems to be Rinkitink's opposite in attitude. Invaders from Regos and Coregos come again to Pingaree and seize the king before he can grab the pearls. All of the buildings are torn down, and all of the people are carried into slavery. The only ones remaining on the island are Inga, who was able to successfully hide by climbing a tree, Rinkitink, who escaped his pursuers by falling into a well, and Bilbil the goat whom the invaders did not see any value of. Inga realizes the only way he will be able to free his family and people is with the help of the magic pearls, so he comes to the palace floor to retrieve them. To make sure the pearls are not lost, he hides one each in the toes of his shoes and carries the speaking White Pearl with him. The White Pearl guides him to a boat the following morning, which he, Bilbil, and Rinkitink begin to row toward the island of Regos. Regos and Coregos are respectively ruled by a wicked king and queen, King Gos and Queen Cor. These two ruthless tyrants see no reason they cannot capture and enslave Inga and his companions as they did the rest of Pingaree's inhabitants. However, none of King Gos of Regos’ forces can lay a hand on Inga, Rinkitink, or Bilbil when they are touching each other due to the Pink Pearl's power. They stride into the royal palace with the strength conferred by the Blue Pearl and force Gos and his evil forces to flee the island to Coregos and then free the king's slaves. Inga and Rinkitink wake the next morning to find the Pink Pearl is gone&mdash;it was in the shoe that Rinkitink carelessly threw at a howling cat the previous night. While out searching for the lost shoe, the royal maid cleans their room and, finding the other shoe with no mate, assumed it was discarded and disposed of it accordingly—and with it, the blue pearl. At a complete loss, Inga tells Rinkitink about the power of the Pearls and, at the advice of the white pearl, attempts to bluff Gos and his wife, Queen Cor, into believing he still has the power of the Pearls. Cor uses diplomacy and trickery to capture him and Rinkitink and bring them to serve her on Coregos. Nikobob, a poor woodchopper who resides on Regos, finds the discarded shoes (unaware that they contain the Blue and Pink Pearls) and plans to give them to his daughter Zella. While he has the shoes, however, he encounters the giant worm Choggenmugger and chops it into pieces&mdash;something he couldn't do without the pearls. Zella is wearing the shoes with the pearls inside when she delivers honey to Queen Cor on Coregos, Inga recognizes the shoes, and he offers his new shoes to Zella in exchange for his old ones. Now with the Pearls in his possession, he defeats Cor and sends her fleeing to Regos with the captive Queen Garee. The captives from Pingaree and all the other places the invaders have been are freed and sent home—except for Inga's parents. To consolidate the situation of Regos and Coregos, Inga offers to make Nikobob king of the islands, which he adamantly refuses. He instead asks to go himself with his family to Pingaree. They learn from a palace guard that Gos and Cor took King Kitticut and Queen Garee to the underground caverns of the Nome King, and Inga, Rinkitink, and Bilbil set out after them. Although Kaliko is a kinder Nome King than the previous one, he proves to be a politician who ""prefers to deal with the strong."" Kaliko considers himself bound by his word to King Gos and Queen Cor and has Kitticut and Garee kept prisoner. Before Inga, Rinkitink, and Bilbil enter the underground kingdom, Rinkitink asks Inga to loan him the Pink Pearl in case they are separated. They are welcomed cordially enough by the Nomes and spend the night underground, but the next day Rinkitink and Bilbil have an audience with King Kaliko who is unable to harm them together while Inga works his way through the Three Trick Caverns with his strength and the White Pearl's Wisdom. Princess Ozma, the ruler of Oz, is viewing what's happening to Inga, Rinkitink, and Bilbil through her Magic Picture and Dorothy and the Wizard of Oz go to confront King Kaliko and resolve the entire matter. Dorothy herself carries a basket of eggs to keep the Nomes from attacking her (as eggs are poisonous to the Nomes). Upon her arrival, Dorothy delivers stunning news to Kaliko: King Gos and Queen Cor are dead—a storm at sea wrecked their boat on their return trip to Regos and Coregos leaving the two evil rulers to drown in the Nonestic Ocean (according to Glinda's Book of Records). Kaliko, although shocked by the news, still refuses to release Kitticut and Garee. At that point, Dorothy pulls the cover off her basket revealing the eggs, and a frightened Kaliko immediately orders the release of Inga's parents. The reunited father, mother, and son with Bilbil and Rinkitink journey to the Emerald City, where it is revealed that Bilbil is actually enchanted himself. The Wizard asks Bilbil how it is that he is able to talk when he is not from, nor ever visited, the Land of Oz. The Wizard learns that the crusty goat is actually Prince Bobo of Boboland, and the enchanter who transformed him into a goat is long since dead; however, Glinda is able to change him back to human form. This also cures his bad disposition, which was a cover for Bobo/Bilbil's ill feelings. After a celebration, Kitticut, Garee, Inga, Rinkitink, and Bobo return to the rebuilt island of Pingaree for a victory celebration. Soon afterwards, to his sadness, Rinkitink learns that must return home to Gilgad and fulfill his duties as their king...but accompanied by his friend Prince Bobo. In 1939, Rinkitink in Oz was one of six Oz books specially re-issued by Rand McNally in a condensed, small-format ""junior edition"" for young readers, as a promotion for the MGM film of The Wizard of Oz."
8715969,The moon riders,Theresa Tomlinson,2002,Speculative fiction; Children's literature; Fiction; Historical novel," This story is about the Moon Riders, known historically as the Amazons. The main character is Myrina, who joins the Amazons in her teenage years and becomes one of the very prestigious moon dancers. Myrina joins the Moon Riders when she is 14. She becomes friend and confidante to Cassandra the prophetic princess of Troy. As the 'Snake Lady' she acquires a gang of four young orphans who travel with her, until all but one have been killed."
1612950,Bitten,Kelley Armstrong,2001-10-01,Horror; Adventure novel; Speculative fiction; Romance novel; Mystery; Fantasy; Fiction; Suspense," The main character of ""Bitten"" is Elena Michaels, an ordinary woman - who also happens to be a werewolf. She lives in Toronto, Canada and writes for a popular newspaper. Elena is also the only known female werewolf in the world. This gives her a very special place in the werewolf world, and especially with the werewolf pack. She struggles to deal with her other-ness and to assimilate to the human world. She also contends with her terrible childhood, and with the man who bit her and turned her into a werewolf. Elena has managed to settle into a somewhat normal existence, living with her ad-exec boyfriend and ignoring her wolf side as much as possible. However, she learns that her Pack (the governing body of werewolves) is in trouble, and comes to their aid, flying to Stonehaven, the country estate of the pack Alpha. It is in Bear Valley, a fictional city in up-state New York. When Elena arrives, she is greeted by her ex-lover, Clayton Danvers, who is also the man who bit her and made her a werewolf (without her consent). Clayton is also the bodyguard and foster-son to Jeremy Danvers, the pack Alpha (leader). Elena learns that a local woman was found murdered on Stonehaven's land, and that she had been savaged by what authorities thought to be a dog. However, the Pack has determined that she was murdered by a Mutt, a rogue werewolf. They track the mutt and find out he is a recently escaped killer, who has even more recently been turned by a bite into a werewolf. Clay and Elena chase him into a rave and after several of the partyers are killed, the police shoot him in wolf form. Soon, the rest of the Pack arrives on the scene to help with the problem: Antonio Sorrentino, his son Nicholas Sorrentino, Logan Jonsen, and Peter Myers. The werewolf Pack are the self-appointed governing body of the werewolf world, and they kill to keep the existence of werewolves a secret. This means if they feel any non Pack wolves(whom they term ""Mutts"") become noticeable to humans, they kill them. They kill humans too, but not as often. First, Logan and Peter are killed. This greatly saddens Elena, and she starts sleeping(cheating) with Clay again, without telling her boyfriend, Phillip. As Logan and Peter are not the best fighters, the Pack wonders why that would happen. They also wonder why any Mutt would dare to go near the Pack. Most are terrified of being noticed by them. Then Jeremy, the Alpha is attacked. Finally, the pack figures out that the ""mutts"", tired of being brutalized by the Pack, are trying to free themselves from their rule. To do this one mutt in particular, Daniel, who has reason to hate Clay from childhood, has started turning human killers and other escaped convicts into werewolves to fight the pack."
9160815,Tarzan at the Earth's Core,Edgar Rice Burroughs,1930,Speculative fiction; Adventure novel," In response to a radio plea from Abner Perry, a scientist who with his friend David Innes has discovered the interior world of Pellucidar at the Earth's core, Jason Gridley launches an expedition to rescue Innes from the Korsars (corsairs), the scourge of the internal seas. He enlists Tarzan, and a fabulous airship is constructed to penetrate Pellucidar via the natural polar opening connecting the outer and inner worlds. The airship is crewed primarily by Germans, with Tarzan's Waziri warriors under their chief Muviro also along for the expedition. In Pellucidar Tarzan and Gridley are each separated from the main force of the expedition and must struggle for survival against the prehistoric creatures and peoples of the inner world. Gridley wins the love of the native cave-woman Jana, the Red Flower of Zoram. Eventually everyone is reunited, and the party succeeds in rescuing Innes. As Tarzan and the others prepare to return home, Gridley decides to stay to search for Frederich Wilhelm Eric von Mendeldorf und von Horst, one last member of the expedition who remains lost (The missing Von Horst's adventures are told in a sequel, Back to the Stone Age, which does not involve either Gridley or Tarzan)."
2869864,The Eight Doctors,Terrance Dicks,,Speculative fiction," Immediately after the events of the television film, the Eighth Doctor finishes reading The Time Machine (a book written by his old friend H.G. Wells). After he checks the Eye of Harmony in his TARDIS, he falls prey to a final trap set by his old enemy, the Master; which erases all of his memory. The only fact he knows for certain is that he is called ""the Doctor"" - but Doctor who? His instincts tell him to ""trust the TARDIS"", which immediately lands. He has landed at a scrapyard at 76 Totters Lane, London in 1997; where he encounters a young lady by the name of Sam Jones, who is being accused by local drug dealers, led by Baz Bailey, of ""grassing"" them over to the police. Having saved Sam from these insidious characters, who were intending to force Sam into taking drugs to get her addicted, the Doctor falls foul of the local police who promptly charge him with possession and selling the cocaine he has confiscated from the thugs. Sam tells her two teachers, who have noticed her lateness, and takes them back to the junkyard to verify the story. The Doctor escapes in the confusion of Bailey's desperate attack on the local police station, he runs back into the TARDIS and it dematerialises - taking the cocaine with him to dispose of it safely. This leaves Sam alone, defenceless against the knife-wielding druggies... The TARDIS lands in the year 100,000 BC, and he meets his first incarnation in the jungle and they psychically link (giving the Eighth Doctor his memories up to that point in his life). The Eighth Doctor stops his other self from killing a caveman who was slowing their party down. The First Doctor explains that he must get away before the ""time bubble"" his Eighth self is in bursts and starts to damage the timeline. The Eighth Doctor then leaves. The TARDIS then lands during the events of The War Games, where he helps his second incarnation, Jamie McCrimmon and Zoe Heriot with their important mission to contact the Time Lords. Having regained his second life's memories, he leaves happily. He next meets the Third Doctor, who himself has just fought the Master and the Sea Devils; and has saved humanity by blowing up a Sea Devil base. He, blaming his Eighth self for his exile to Earth and for the Master's concurrent escape, threatens him with the Master's Tissue Compression Eliminator. But he tosses the weapon to him instead. The Master has again escaped to fight another day, and the Eighth Doctor leaves. Having landed during the events of State of Decay, the Eighth Doctor gives the Fourth Doctor an emergency blood transfusion after his younger self is attacked and nearly fatally drained by another group of vampires, and leaves with yet more memories (to the astonishment of companion Romana). Meanwhile, back on Gallifrey, Lady President Flavia has noticed the Doctor crossing his timelines and demands that he be carefully watched. A Time Lord called Ryoth demands the Doctor be executed: the resulting paradoxes could be irreversible. Flavia denies this. Ryoth alerts the Celestial Intervention Agency to the situation, and the Agency give him access to the fabeled Timescoop technology, perfectly preserved since the Death Zone incident. He uses it to send a Raston Warrior Robot to the Fifth Doctor and his companions, Tegan Jovanka and Vislor Turlough. Luckily, the Eighth Doctor then arrives at the aftermath of The Five Doctors, where he saves his fifth incarnation and his companions from the Raston Warrior Robot and a passing platoon of Sontarans by tricking the two into fighting each other. The Doctors create a feedback system, so when Ryoth sends a Drashig to kill them, it instead materialises in the same room as Ryoth and eats him and the Timescoop. It is then caught and transmatted to the Death Zone by guards in the Capitol in the hopes that it will take care of the other horrors there. Soon he arrives in the middle of his second trial by the Time Lords; which his Sixth self seems to be losing (especially as the insidious Valeyard has just accused him of a mass genocide attack against the Vervoids). After giving him advice and encouragement- as well as helping to begin an investigation into his past self's trial on Gallifrey-, he leaves, his memories almost completely intact. He finally arrives on the planet Metebelis Three, where the alone and depressed Seventh Doctor is trapped by a giant spider. After rescuing his former self (by killing the arachnid with the TCE), he remembers leaving Sam, and immediately dashes back into the TARDIS to her rescue. Once saved by the Doctor, Sam decides to join him on his travels."
16142406,The Drawing of the Dark,Tim Powers,1979,Historical fantasy; Science Fiction; Speculative fiction; Fantasy; Fiction," The year is 1529, and Brian Duffy, a world-weary Irish mercenary soldier is hired in Venice by the mysterious Aurelianus to go to Vienna and work as a bouncer at the Zimmerman Inn, former monastery and current brewery of the famous Herzwesten beer. Meanwhile, the Ottoman Turkish army under Sultan Suleiman I has achieved its most advanced position yet in their march into Europe, and is poised to capture Vienna. With the Turkish army travels Ibrahim, a magician who intends to use horrific spells as part of the siege. Duffy spent some time in Vienna years ago, and as he returns, he is haunted by memories of past events, and now he also finds himself having visions of mythical creatures and being ambushed by shadowy people and demonic monsters. Upon arriving in Vienna, Duffy meets Epiphany, a former girlfriend from his previous time in Vienna, and her father, Gustav Vogel, who is working on a painting he calls ""The Death of St. Michael the Archangel"". It seems the painting is never quite complete, and the elder Vogel is continuously adding additional detail to the work, causing it to gradually become more and more obscure. Then Duffy finds himself not only drafted into the city's defensive army, but also led by Aurelianus down mystical paths from the surprisingly old Herzwesten brewery to even more ancient caves beneath the city, in search of defenses against the approaching army and clues to Duffy's very nature. As it turns out, Aurelianus knows more about Duffy and his past than Duffy himself knows, and his real purpose in hiring him is to protect the hidden Fisher King, secret spiritual leader of the western world, and to defend him and the West against the Turkish advance in the siege of Vienna. And the real reason that it's critical that Vienna not be captured by the Turks is because it's the site of the Herzwesten brewery. The Herzwesten light and bock beers are famous throughout Europe, but the dark beer, produced only every eight hundredth year, has supernatural properties and must not be allowed to fall into enemy hands. Meanwhile, others are drawn to Vienna in anticipation of significant events. The so-called ""dark birds"", magically sensitive individuals from far flung corners of the world, arrive in the city hoping for a sip of the Herzwesten dark, and a small group of middle-aged Vikings have improbably sailed their ship up the Danube River to Vienna, having sensed the possibility that the prophesied final battle of Ragnarok will take place here."
20475905,Moscow Rules,Daniel Silva,2008,Spy fiction; Fiction," New terror calls Gabriel Allon away from his wife Chiara and blissful honeymoon in Italy. Boris Ostrovsky, editor of the independent Moskovsky Gazeta, claims to have exclusive information about imminent terror threats to the West and Israel but only dares entrust his knowledge with the now-famous Gabriel Allon. However, Ostrovsky’s sudden assassination cuts short his message and leaves intelligence officers within the Israeli-based Office to guess at the scope of the purported threat against their country. Ostrovsky’s death, accompanied by the recent murders of two other journalists from the Gazeta, seems to indicate that his message was both urgent and true. Gabriel’s drive to uncover this terror threat leads him to Russia, where he must play by a new set of rules that challenge even his abilities as Israel’s top intelligence fieldworker. His encounter with Olga Sukhova, also of the Gazeta, confirms his suspicions that a Russian arms dealer has begun trafficking with well-known terror groups. Olga reveals her source to be Elena Kharkov, the wife of alleged arms dealer Ivan Kharkov—an oligarch with strong ties to both the old and new Kremlin governments. Gabriel saves himself and Olga from an assassination attempt but, in so doing, arouses the suspicion of the FSB, Russia’s security department. Only the quick and heavy-handed negotiations of the Office secure Gabriel’s life and freedom. Gabriel, however, cannot be dissuaded from continuing his investigation. Upon learning of Elena Kharkov’s fondness for Mary Cassatt’s paintings, Gabriel enlists the help of art specialist and fieldworker Sarah Bancroft in arranging a meeting with Elena. He then forges a Cassatt painting and has Sarah represent it as a tender reflection of her childhood to Elena. After close inspection, Elena concludes that the painting is both a fraud and a pretence for meeting Sarah. The unexpected presence of Ivan prevents Elena from sharing her knowledge, and Gabriel’s team must then follow the Russian aristocrat to France. When Sarah surprises Elena at a chic San Tropez restaurant, Elena realizes that she must seize this opportunity to assuage her conscience and potentially save thousands of lives. She entrusts herself to Gabriel’s team, informs them of Ivan’s underhanded dealings, offers to turn over his business records, and asks for help in ‘defecting’ from both her husband and her country’s corruption. She then travels to Russia with Gabriel’s entourage and gathers the sensitive financial information required to prove her husband’s complicity to the arms trafficking. The task runs afoul, however, when Ivan’s chief of personal security, Arkady Medvedev interrupts the operation and takes Elena, and later Gabriel, hostage. At a vast countryside warehouse filled with weapons, Arkady proudly demonstrates the breadth and shamelessness of Ivan’s trafficking. Yet, he is frustrated in his ability to get either Elena or Gabriel to reveal the whereabouts of Ivan and Elena’s twin children. Arkady passes Gabriel on to Grigori Bulganov, an FSB intelligence director, with instructions for Gabriel’s murder. Gabriel is surprised to discover that Grigori was his interrogator in his previous detention with the FSB, and his astonishment grows as Grigori reveals his duplicity as both an agent for and, secretly, against Ivan Kharkov and the corruption that he represents. Grigori arms and then returns a supposedly conciliatory Gabriel to Arkady. When Arkady lets down his guard, Grigori and Gabriel kill him and his guards and then free Elena. The three quickly return to Moscow to once again retrieve Ivan’s financial documents and to rescue Olga; they then proceed to the Ukraine, freedom, and new lives. Because of the efforts of these four people, governments worldwide avert imminent terror attacks and freeze Ivan Kharkov’s business ventures. The U.S. government secrets away Elena and her children, while the UK shelters Olga Sukhova and Grigori Bulganov; the latter two collaborate upon and publish an exhaustive account of Ivan’s dealings. Their work overtly implicates the collusion of Russia’s government, which denies ties to Ivan while openly harboring him. Gabriel portends to his colleague Ari Shamron that Ivan’s days are numbered. However, a serious eye injury (a battle scar from his most recent trip to Russia) prevents Gabriel from pursuing Ivan any further. Indeed, Gabriel fears that his profession as an art restorer is impossible. Yet, time and skilled medical attention allow Gabriel the promise of full recovery—and continued work both as an artist and as a secret agent."
2762926,Thornyhold,Mary Stewart,1988,Speculative fiction; Fantasy; Children's literature; Romance novel," The story is about a lonely child, Geillis ""Gilly"" Ramsey, who is made to see the world through her mother's cousin's (also Geillis — Gilly was named after her) unusual eyes. When the child becomes a young woman, she inherits her dead cousin's house as well as her reputation among the local community as a white witch and herbalist. However, as she finds out, this is no normal community, and worries quickly present themselves. Magical effort is pointed at the attractive and widowed popular writer, Christopher Dryden, who lives in rural isolation with his young son. As Christopher Dryden points out to Gilly, her (and her mother's cousin's) name is that of a real witch, Geillis Duncane, who was tried in Edinburgh in the late 16th century."
7761126,Does My Head Look Big In This?,Randa Abdel-Fattah,2005-08-01,Children's literature; Young adult literature," Sixteen year old Amal Mohamed Nasrullah Abdel-Hakin is an Australian Palestinian-Muslim girl who lives in Melbourne with her father, Doctor Mohamed, and mother, Dentist Jamila. During the winter break before her second semester at McCleans Preparatory School, Amal debates wearing the hijab (the religious Muslim head covering) as a full timer (meaning that she would have to wear it in front of males who weren't immediate family). While trying to make her decision, Amal misses Hidaya Islamic College (the school she spent grades seven to ten at), where wearing a hijab was mandatory as it was part of a girl's uniform. Amal takes advice from Yasmeen Khan (whose mom is British and dad is Pakistani) and Leila Okulgen (whose parents are Turkish), her best friends from Hidaya. Leila, who is already a full time hijab-wearer, thinks that Amal's decision is great and ""cool"", whereas Yasmeen, a part time hijab-wearer, says that she'll stick with Amal no matter what but thinks that Amal should be very sure before she takes a step. In her frustration, Amal makes a list titled ""To Wear or Not To Wear List"", writing down the names of the people she knows will be okay in the left column, and writing the names of the people ""Not so OK"" in the right column. When she introduces her idea of wearing the hijab to her father and mother, they ask her if she is sure that she wants to cope with such a big change in her life. As a test-run, Amal (while wearing a hijab) and her mother go to Chadstone Mall. After three hijab-wearing women say ""Assalamu Alaykom"" (the universal Islamic greeting which means, ""peace be upon you"") to Amal, she gets a sense that wearing a hijab binds Muslim women in some kind of universal sisterhood. The next day (the first day of second semester), Amal wears a hijab to school and visits Ms. Walsh, the principal, to discuss her decision. The principal is a little surprised, and tells Amal that she has ""abandoned the school uniform and altered the policies of the school without authorization"". She asks Amal to return to class and that they will ""discuss this later"". Everybody gives Amal ""the stare"" back in her class, but Eileen Tanaka and Simone (Amal's best-friends at McCleans) state that Amal looks great and that she's got a lot of guts. Tia Tamos, Claire Foster, and Rita Mason (three snobby girls) snigger and laugh whenever Amal passes them, but Amal simply doesn't care. Amal is very shocked when Adam Keane, the popular boy she has a crush on, says nothing and acts as if he doesn't know her. During dinner that night, Amal's parents tell her that Ms. Walsh has arranged for them to meet at five the following day. Although she doesn't care, Amal is nervous about Ms. Walsh's decision. While taking the garbage out, Amal tries to make small talk with Mrs. Vaselli (her elderly, Greek, and ""crazy"" neighbor) but Mrs. Vaselli blames Amal for throwing cigarettes on her lawn instead (even though Amal doesn't smoke). The following day Amal's parents tell her about their meeting with Ms. Walsh over dinner at a Japanese restaurant; apparently the principal agreed to let Amal wear the hijab, but she can only wear the color maroon to match her uniform. During lunch at school, Simone is imitating some of the teachers expertly when Josh Goldberg, a popular Jewish guy, walks in and praises her, leading her to blush. On a Monday morning, Amal's class finally decides to confront her about her hijab. More importantly, Adam starts to talk to her again, saying that he ""gets her"". Over time, Adam and Amal become closer ""friends"", Simone and Josh become a couple(although Simone keeps on trying different diets, thinking that she is ""fat""), and Amal starts to feel more proud of her hijab. When Adam invites Amal to his birthday party, her mom reluctantly gives her permission to go (even though Amal lies and says there will be no alcohol). Adam tries to kiss her at the party, but Amal tells him that she (it's her religion too, though) does not believe in having any physical/personal relationships with a male before marriage. Adam argues but the discussion ends when he states that they are ""too different"" and ""don't understand each other"". At school, Amal notices that there is no ""spark"" between her and Adam anymore, but is proud that she put religion before her desires. On Leila's birthday, Amal and Yasmeen lie to Leila and Amal's parents, and take Leila for a birthday dinner. The three best friends encounter Hakan (Leila's older brother), who is with his girlfriend, there and in anger that Leila lied, he escorts Leila back home. Amal and Leila's parents are enraged that the girls lied and Amal is grounded. Leila, tired of pressure from her mother and angered, runs away from home the next day. Amal blames Leila's mother, Gulchin, and says that she didn't deserve Leila. Two months pass (between which Simone starts smoking to become skinny) before Leila shows up at Amal's house; she confesses that she ran away to a women's shelter, and couldn't bear the feeling of being unsafe. In the end, Amal realizes it is the different and imperfect immigrants who are her friends and family and who have shaped who she is and who she will become in the future."
3409167,Destiny's Road,Larry Niven,1998-05-15,Science Fiction; Speculative fiction; Fantasy," At the start of the novel, the main character, Jemmy (he changes his name several times over the course of the novel) is around age 10. The novel then proceeds to skip through time in the various sections of the book including his teenage and young adult years, ending when he is in his forties. At first, he lives in his birthplace, Spiral Town, at one end of the Road – no one there knows what lies beyond a short distance down the Road. Jemmy's adventures begin as a late adolescent when he kills someone working for the merchants in self-defense and is forced to flee Spiral Town. He winds up a distance down the road in a fishing community where he changes his name and appearance, and becomes a cook. He marries into the population. When a different caravan comes through town from Spiral Town, they arrange with the village elders to hire Jemmy as a chef. He proceeds on the caravan to the Neck, the isthmus which joins the peninsula to the mainland from which the caravans come. No locals, like Jemmy, are permitted on the mainland. At the Neck, Jemmy is told he must return to his town on the next caravan – the same one he fled Spiral Town from. He instead flees by sea. Taking refuge on a boat left over from the time of Landing, he floats around the peninsula to a point beyond the Neck. There, in a storm, he goes ashore and is found by prisoners at the Windfarm – sentenced prisoners who farm speckles. All speckles come from the area and are rendered infertile by irradiation; the monopoly is rigorously maintained. The others use clothing that Jemmy has salvaged to plot an escape, led by the violent Andrew. They break out and evade pursuit. Andrew has planned all along to kill Jemmy, but Jemmy literally gets the drop on him and kills him in self-defense. Jemmy leaves the other prisoners, taking money they have found and a supply of speckles, and flees once again. Twenty-seven years later, Jemmy is a pit chef at a beach resort along the Road. His wife is burned in an accident and he is forced to leave his place – a place, as it turns out, of hiding. He finally reaches his lifetime's goal of seeing the other end of the Road, and Destiny Town. There, he is able to access the Cavorite's computer library and learn the true history of Destiny, a discovery which hardens him. After his wife dies, Jemmy takes his father-in-law's widow Harlow back to the site of the prisoners' hideout, where he had planted fertile speckles. They still survive, and he takes some, sharing the secret with Harlow. They then return to the beach resort, of which Jemmy, by his wife's death, is now part owner. The two contrive to join a caravan, and Jeremy returns as a merchant's chef, unknown to his former townsfolk, to Spiral Town. During the trip, Jemmy makes his attempt to break the speckles monopoly. All along the Road, he distributes gumdrop candy covered with dyed speckle seeds to children. After distributing the candy, he sows speckle seeds in potassium-rich areas such as manure piles and graveyards. The next time the merchants try to withhold speckles, they will be in for a surprise."
18979678,Death in the Andes,Mario Vargas Llosa,1997-02-01,Novel," Peruvian police investigate a death; was it the terrucos of the Maoist Shining Path, or something even more terrible?"
4427536,Stumbling on Happiness,Daniel Gilbert,2006,Psychology; Non-fiction," Gilbert's central thesis is that, through perception and cognitive biases, people imagine the future poorly, in particular what will make them happy. He argues that imagination fails in three ways: # Imagination tends to add and remove details, but people do not realize that key details may be fabricated or missing from the imagined scenario. # Imagined futures (and pasts) are more like the present than they actually will be (or were). # Imagination fails to realize that things will feel different once they actually happen -- most notably, the psychological immune system will make bad things feel not so bad as they are imagined to feel. The advice Gilbert offers is to use other people's experiences to predict the future, instead of imagining it. It is surprising how similar people are in much of their experiences, he says. He does not expect too many people to heed this advice, as our culture, accompanied by various thinking tendencies, is against this method of decision making. Also, Gilbert covers the topic of 'filling in' or the frequent use of patterns, by the mind, to connect events which we do actually recall with other events we expect or anticipate fit into the expected experience. This 'filling in' is also used by our eyes and optic nerves to remove our blind spot or scotoma, and instead substitute what our mind expects to be present in the blind spot. This accessible book is written for the layperson, generally avoiding abstruse terminology and explaining common quirks of reasoning through the simple experiments that exploited them (this excludes the term ""super-replicator"")."
4399546,Lonestar Legacy,,,," The books generally follow the life of Jerusalem Ann Hardin and the Hardin Family, who are living on a farm in Arkansas Territory near Arkadelphia in 1831. Whilst out with his sister, Brodie Hardin is confronted by the Brattons, a rival family, when Brodie and the Brattons get into a fight a mysterious stranger called Clay Taliferro (pronounced Tolliver) steps in and saves Brodie's life. Clay ends up staying with the Hardins and helping out on the farm, one day Jerusalem decides to move to Texas and Clay takes them there. The family set up home but soon they are facing Comanche raids and all sorts of problems. Jerusalem and Clay develop a love for each other and eventually marry and have their own children. The books also follow aspects of the Texas Revolution the battles at Goliad and Alamo are described."
